YEAR,GEO,CATEGORY,TRADE,VALUE
2019-01-01,Northwest Territories,"Basic and industrial chemical, plastic and rubber products",Net trade,4600.0
2019-01-01,Northwest Territories,Consumer goods,Net trade,667100.0
2019-01-01,Northwest Territories,Electronic and electrical equipment and parts,Net trade,29500.0
2019-01-01,Northwest Territories,Energy products,Net trade,0.0
2019-01-01,Northwest Territories,"Farm, fishing and intermediate food products",Net trade,0.0
2019-01-01,Northwest Territories,Forestry products and building and packaging materials,Net trade,28200.0
2019-01-01,Northwest Territories,"Industrial machinery, equipment and parts",Net trade,32500.0
2019-01-01,Northwest Territories,Metal and non-metallic mineral products,Net trade,710100.0
2019-01-01,Northwest Territories,Metal ores and non-metallic minerals,Net trade,31500.0
2019-01-01,Northwest Territories,Motor vehicles and parts,Net trade,0.0
2019-01-01,Northwest Territories,Special transactions trade,Net trade,243200.0
2019-01-01,Nova Scotia,Aircraft and other transportation equipment and parts,Net trade,-64726300.0
2019-01-01,Nova Scotia,All sections,Net trade,2955967300.0
2019-01-01,Nova Scotia,"Basic and industrial chemical, plastic and rubber products",Net trade,105932400.0
2019-01-01,Nova Scotia,Consumer goods,Net trade,521743000.0
2019-01-01,Nova Scotia,Electronic and electrical equipment and parts,Net trade,80821200.0
2019-01-01,Nova Scotia,Energy products,Net trade,-430229000.0
2019-01-01,Nova Scotia,"Farm, fishing and intermediate food products",Net trade,790097200.0
2019-01-01,Nova Scotia,Forestry products and building and packaging materials,Net trade,421924600.0
2019-01-01,Nova Scotia,"Industrial machinery, equipment and parts",Net trade,51179700.0
2019-01-01,Nova Scotia,Metal and non-metallic mineral products,Net trade,87962500.0
2019-01-01,Nova Scotia,Metal ores and non-metallic minerals,Net trade,92701000.0
2019-01-01,Nova Scotia,Motor vehicles and parts,Net trade,1251708800.0
2019-01-01,Nova Scotia,Special transactions trade,Net trade,46851900.0
2019-01-01,Nunavut,Aircraft and other transportation equipment and parts,Net trade,0.0
2019-01-01,Nunavut,All sections,Net trade,483600.0
2019-01-01,Nunavut,"Basic and industrial chemical, plastic and rubber products",Net trade,0.0
2019-01-01,Nunavut,Consumer goods,Net trade,232500.0
2019-01-01,Nunavut,Electronic and electrical equipment and parts,Net trade,0.0
2019-01-01,Nunavut,Energy products,Net trade,0.0
2019-01-01,Nunavut,"Farm, fishing and intermediate food products",Net trade,5000.0
2019-01-01,Nunavut,Forestry products and building and packaging materials,Net trade,0.0
2019-01-01,Nunavut,"Industrial machinery, equipment and parts",Net trade,0.0
2019-01-01,Nunavut,Metal and non-metallic mineral products,Net trade,3000.0
2019-01-01,Nunavut,Metal ores and non-metallic minerals,Net trade,0.0
2019-01-01,Nunavut,Motor vehicles and parts,Net trade,0.0
2019-01-01,Nunavut,Special transactions trade,Net trade,243000.0
2019-01-01,Ontario,Aircraft and other transportation equipment and parts,Net trade,-1791521600.0
2019-01-01,Ontario,All sections,Net trade,-35479601400.0
2019-01-01,Ontario,"Basic and industrial chemical, plastic and rubber products",Net trade,-6222334700.0
2019-01-01,Ontario,Consumer goods,Net trade,-8341084600.0
2019-01-01,Ontario,Electronic and electrical equipment and parts,Net trade,-5853712300.0
2019-01-01,Ontario,Energy products,Net trade,-5540910400.0
2019-01-01,Ontario,"Farm, fishing and intermediate food products",Net trade,-2487890300.0
2019-01-01,Ontario,Forestry products and building and packaging materials,Net trade,-2406410000.0
2019-01-01,Ontario,"Industrial machinery, equipment and parts",Net trade,-4286148000.0
2019-01-01,Ontario,Metal and non-metallic mineral products,Net trade,2184997300.0
2019-01-01,Ontario,Metal ores and non-metallic minerals,Net trade,-1885898800.0
2019-01-01,Ontario,Motor vehicles and parts,Net trade,5951348500.0
2019-01-01,Ontario,Special transactions trade,Net trade,-4800036700.0
2019-01-01,Prince Edward Island,Aircraft and other transportation equipment and parts,Net trade,177214300.0
2019-01-01,Prince Edward Island,All sections,Net trade,1061924700.0
2019-01-01,Prince Edward Island,"Basic and industrial chemical, plastic and rubber products",Net trade,-17223200.0
2019-01-01,Prince Edward Island,Consumer goods,Net trade,454247400.0
2019-01-01,Prince Edward Island,Electronic and electrical equipment and parts,Net trade,12320200.0
2019-01-01,Prince Edward Island,Energy products,Net trade,0.0
2019-01-01,Prince Edward Island,"Farm, fishing and intermediate food products",Net trade,259999200.0
2019-01-01,Prince Edward Island,Forestry products and building and packaging materials,Net trade,26512000.0
2019-01-01,Prince Edward Island,"Industrial machinery, equipment and parts",Net trade,17411600.0
2019-01-01,Prince Edward Island,Metal and non-metallic mineral products,Net trade,2367200.0
2019-01-01,Prince Edward Island,Metal ores and non-metallic minerals,Net trade,3382200.0
2019-01-01,Prince Edward Island,Motor vehicles and parts,Net trade,10067300.0
2019-01-01,Prince Edward Island,Special transactions trade,Net trade,115626600.0
2019-01-01,Quebec,Aircraft and other transportation equipment and parts,Net trade,4176872700.0
2019-01-01,Quebec,All sections,Net trade,32738096200.0
2019-01-01,Quebec,"Basic and industrial chemical, plastic and rubber products",Net trade,1687389700.0
2019-01-01,Quebec,Consumer goods,Net trade,8277226600.0
2019-01-01,Quebec,Electronic and electrical equipment and parts,Net trade,815506700.0
2019-01-01,Quebec,Energy products,Net trade,-5776139100.0
2019-01-01,Quebec,"Farm, fishing and intermediate food products",Net trade,1093758800.0
2019-01-01,Quebec,Forestry products and building and packaging materials,Net trade,7832077900.0
2019-01-01,Quebec,"Industrial machinery, equipment and parts",Net trade,1973108300.0
2019-01-01,Quebec,Metal and non-metallic mineral products,Net trade,11444552800.0
2019-01-01,Quebec,Metal ores and non-metallic minerals,Net trade,437588300.0
2019-01-01,Quebec,Motor vehicles and parts,Net trade,851369100.0000005
2019-01-01,Quebec,Special transactions trade,Net trade,-75215700.0
2019-01-01,Saskatchewan,Aircraft and other transportation equipment and parts,Net trade,-136677400.0
2019-01-01,Saskatchewan,All sections,Net trade,7381511100.0
2019-01-01,Saskatchewan,"Basic and industrial chemical, plastic and rubber products",Net trade,-1193728600.0
2019-01-01,Saskatchewan,Consumer goods,Net trade,-660764000.0
2019-01-01,Saskatchewan,Electronic and electrical equipment and parts,Net trade,-350152400.0
2019-01-01,Saskatchewan,Energy products,Net trade,7660380700.0
2019-01-01,Saskatchewan,"Farm, fishing and intermediate food products",Net trade,2810682300.0
2019-01-01,Saskatchewan,Forestry products and building and packaging materials,Net trade,-16820800.0
2019-01-01,Saskatchewan,"Industrial machinery, equipment and parts",Net trade,-2647374400.0
2019-01-01,Saskatchewan,Metal and non-metallic mineral products,Net trade,18017600.0
2019-01-01,Saskatchewan,Metal ores and non-metallic minerals,Net trade,3115465900.0
2019-01-01,Saskatchewan,Motor vehicles and parts,Net trade,-1266057300.0
2019-01-01,Saskatchewan,Special transactions trade,Net trade,48539300.0
2019-01-01,Yukon,Aircraft and other transportation equipment and parts,Net trade,-2963600.0
2019-01-01,Yukon,All sections,Net trade,-40435100.0
2019-01-01,Yukon,"Basic and industrial chemical, plastic and rubber products",Net trade,-217200.0
2019-01-01,Yukon,Consumer goods,Net trade,-881300.0
2019-01-01,Yukon,Electronic and electrical equipment and parts,Net trade,-617800.0
2019-01-01,Yukon,Energy products,Net trade,-1617300.0
2019-01-01,Yukon,"Farm, fishing and intermediate food products",Net trade,-35967900.0
2019-01-01,Yukon,Forestry products and building and packaging materials,Net trade,847800.0
2019-01-01,Yukon,"Industrial machinery, equipment and parts",Net trade,-2930200.0
2019-01-01,Yukon,Metal and non-metallic mineral products,Net trade,2087100.0
2019-01-01,Yukon,Metal ores and non-metallic minerals,Net trade,6414000.0
2019-01-01,Yukon,Motor vehicles and parts,Net trade,-768800.0
2019-01-01,Yukon,Special transactions trade,Net trade,-3819900.0
2020-01-01,Alberta,Aircraft and other transportation equipment and parts,Net trade,40893300.0
2020-01-01,Alberta,All sections,Net trade,63089529500.0
2020-01-01,Alberta,"Basic and industrial chemical, plastic and rubber products",Net trade,-173680100.0
2020-01-01,Alberta,Consumer goods,Net trade,1112530000.0
2020-01-01,Alberta,Electronic and electrical equipment and parts,Net trade,-363633000.0
2020-01-01,Alberta,Energy products,Net trade,58607822500.0
2020-01-01,Alberta,"Farm, fishing and intermediate food products",Net trade,1163710000.0
2020-01-01,Alberta,Forestry products and building and packaging materials,Net trade,2593755300.0
2020-01-01,Alberta,"Industrial machinery, equipment and parts",Net trade,-85605000.0
2020-01-01,Alberta,Metal and non-metallic mineral products,Net trade,308368700.0
2020-01-01,Alberta,Metal ores and non-metallic minerals,Net trade,102469500.0
2020-01-01,Alberta,Motor vehicles and parts,Net trade,-380800000.0
2020-01-01,Alberta,Special transactions trade,Net trade,163698400.0
2020-01-01,British Columbia,Aircraft and other transportation equipment and parts,Net trade,-410188000.0
2020-01-01,British Columbia,All sections,Net trade,2720184900.0
2020-01-01,British Columbia,"Basic and industrial chemical, plastic and rubber products",Net trade,-569881000.0
2020-01-01,British Columbia,Consumer goods,Net trade,-1120762900.0
2020-01-01,British Columbia,Electronic and electrical equipment and parts,Net trade,-57029500.0
2020-01-01,British Columbia,Energy products,Net trade,2688857800.0
2020-01-01,British Columbia,"Farm, fishing and intermediate food products",Net trade,-345288700.0
2020-01-01,British Columbia,Forestry products and building and packaging materials,Net trade,4521054000.0
2020-01-01,British Columbia,"Industrial machinery, equipment and parts",Net trade,-745855900.0
2020-01-01,British Columbia,Metal and non-metallic mineral products,Net trade,859992800.0
2020-01-01,British Columbia,Metal ores and non-metallic minerals,Net trade,-539412300.0
2020-01-01,British Columbia,Motor vehicles and parts,Net trade,-1514405900.0
2020-01-01,British Columbia,Special transactions trade,Net trade,-46895700.0
2020-01-01,Canada,Aircraft and other transportation equipment and parts,Net trade,1190669500.0
2020-01-01,Canada,All sections,Net trade,80908946400.0
2020-01-01,Canada,"Basic and industrial chemical, plastic and rubber products",Net trade,-4737247800.0
2020-01-01,Canada,Consumer goods,Net trade,2482142200.0
2020-01-01,Canada,Electronic and electrical equipment and parts,Net trade,-6134313000.0
2020-01-01,Canada,Energy products,Net trade,62696651200.0
2020-01-01,Canada,"Farm, fishing and intermediate food products",Net trade,5658149700.0
2020-01-01,Canada,Forestry products and building and packaging materials,Net trade,15288404900.0
2020-01-01,Canada,"Industrial machinery, equipment and parts",Net trade,-6753046700.0
2020-01-01,Canada,Metal and non-metallic mineral products,Net trade,13174927900.0
2020-01-01,Canada,Metal ores and non-metallic minerals,Net trade,1112623900.0
2020-01-01,Canada,Motor vehicles and parts,Net trade,2462685500.0
2020-01-01,Canada,Special transactions trade,Net trade,-5532700800.0
2020-01-01,Manitoba,Aircraft and other transportation equipment and parts,Net trade,-1142750500.0
2020-01-01,Manitoba,All sections,Net trade,-4357265700.0
2020-01-01,Manitoba,"Basic and industrial chemical, plastic and rubber products",Net trade,-1783224500.0
2020-01-01,Manitoba,Consumer goods,Net trade,1378881200.0
2020-01-01,Manitoba,Electronic and electrical equipment and parts,Net trade,-763106400.0
2020-01-01,Manitoba,Energy products,Net trade,282744300.0
2020-01-01,Manitoba,"Farm, fishing and intermediate food products",Net trade,1197808000.0
2020-01-01,Manitoba,Forestry products and building and packaging materials,Net trade,-360455100.0
2020-01-01,Manitoba,"Industrial machinery, equipment and parts",Net trade,-2272070900.0
2020-01-01,Manitoba,Metal and non-metallic mineral products,Net trade,-305281600.0
2020-01-01,Manitoba,Metal ores and non-metallic minerals,Net trade,-144848800.0
2020-01-01,Manitoba,Motor vehicles and parts,Net trade,-730767600.0
2020-01-01,Manitoba,Special transactions trade,Net trade,285806200.0
2020-01-01,New Brunswick,Aircraft and other transportation equipment and parts,Net trade,-11859300.0
2020-01-01,New Brunswick,All sections,Net trade,4138869500.0
2020-01-01,New Brunswick,"Basic and industrial chemical, plastic and rubber products",Net trade,2483269700.0
2020-01-01,New Brunswick,Consumer goods,Net trade,331006000.0
2020-01-01,New Brunswick,Electronic and electrical equipment and parts,Net trade,-74340700.0
2020-01-01,New Brunswick,Energy products,Net trade,-224725200.0
2020-01-01,New Brunswick,"Farm, fishing and intermediate food products",Net trade,595055800.0
2020-01-01,New Brunswick,Forestry products and building and packaging materials,Net trade,1337998000.0
2020-01-01,New Brunswick,"Industrial machinery, equipment and parts",Net trade,-174781300.0
2020-01-01,New Brunswick,Metal and non-metallic mineral products,Net trade,-94469500.0
2020-01-01,New Brunswick,Metal ores and non-metallic minerals,Net trade,88861200.0
2020-01-01,New Brunswick,Motor vehicles and parts,Net trade,-152667400.0
2020-01-01,New Brunswick,Special transactions trade,Net trade,35522300.0
2020-01-01,Newfoundland and Labrador,Aircraft and other transportation equipment and parts,Net trade,1245699.9999999995
2020-01-01,Newfoundland and Labrador,All sections,Net trade,3564776300.0
2020-01-01,Newfoundland and Labrador,"Basic and industrial chemical, plastic and rubber products",Net trade,114145100.0
2020-01-01,Newfoundland and Labrador,Consumer goods,Net trade,91997200.0
2020-01-01,Newfoundland and Labrador,Electronic and electrical equipment and parts,Net trade,3350700.0
2020-01-01,Newfoundland and Labrador,Energy products,Net trade,2571729700.0
2020-01-01,Newfoundland and Labrador,"Farm, fishing and intermediate food products",Net trade,444074800.0
2020-01-01,Newfoundland and Labrador,Forestry products and building and packaging materials,Net trade,63603900.0
2020-01-01,Newfoundland and Labrador,"Industrial machinery, equipment and parts",Net trade,-3792500.0
2020-01-01,Newfoundland and Labrador,Metal and non-metallic mineral products,Net trade,207774000.0
2020-01-01,Newfoundland and Labrador,Metal ores and non-metallic minerals,Net trade,30774100.0
